show_id,genre_id
809,2
810,2
811,2
812,16
813,2
814,45
815,19
816,31
817,78
818,19
819,19
820,2
821,43
822,31
823,39
824,19
825,78
826,24
827,67
828,19
829,31
830,16
831,71
832,29
833,43
834,24
835,16
836,9
837,39
838,43
839,67
840,31
841,31
842,2
843,29
844,9
845,27
846,31
847,16
848,43
849,71
850,42
851,31
852,31
853,31
854,2
855,27
856,45
857,31
858,43
859,31
860,31
861,27
862,16
863,71
864,16
865,31
866,2
867,78
868,27
869,45
870,24
871,27
872,19
873,31
874,31
875,45
876,31
877,29
878,19
879,31
880,72
881,56
882,31
883,16
884,70
885,43
886,19
887,43
888,39
889,19
890,31
891,9
892,40
893,31
894,27
895,31
896,31
897,71
898,43
899,19
900,31
901,29
902,40
903,43
904,31
905,2
906,2
907,31
908,27
909,70
910,31
911,31
912,45
913,19
914,31
915,27
916,31
917,2
918,27
919,56
920,24
921,72
922,24
923,31
924,45
925,16
926,14
927,2
928,45
929,2
930,2
931,2
932,19
933,2
934,16
935,31
936,16
937,45
938,16
939,16
940,16
941,16
942,16
943,31
944,2
945,2
946,31
947,2
948,31
949,19
950,2
951,31
952,19
953,2
954,31
955,16
956,2
957,19
958,56
959,31
960,31
961,24
962,16
963,39
964,43
965,39
966,9
967,19
968,29
969,43
970,31
971,2
972,78
973,43
974,31
975,31
976,2
977,19
978,19
979,19
980,19
981,19
982,2
983,19
984,27
985,19
986,19
987,19
988,19
989,43
990,19
991,19
992,31
993,42
994,70
995,31
996,19
997,39
998,14
999,27
1000,31
1001,2
1002,31
1003,19
1004,43
1005,45
1006,16
1007,16
1008,16
1009,16
1010,16
1011,16
1012,27
1013,43
1014,78
1015,45
1016,31
1017,2
1018,31
1019,19
1020,31
1021,27
1022,19
1023,31
1024,31
1025,16
1026,9
1027,16
1028,39
1029,19
1030,31
1031,16
1032,31
1033,43
1034,2
1035,78
1036,31
1037,2
1038,19
1039,43
1040,27
1041,9
1042,2
1043,29
1044,59
1045,9
1046,56
1047,78
1048,43
1049,45
1050,14
1051,31
1052,9
1053,31
1054,27
1055,27
1056,25
1057,43
1058,71
1059,14
1060,72
1061,56
1062,24
1063,24
1064,71
1065,24
1066,73
1067,31
1068,43
1069,29
1070,31
1071,27
1072,16
1073,16
1074,16
1075,16
1076,29
1077,16
1078,16
1079,16
1080,59
1081,2
1082,45
1083,43
1084,19
1085,9
1086,31
1087,31
1088,19
1089,2
1090,31
1091,31
1092,9
1093,27
1094,43
1095,56
1096,24
1097,16
1098,27
1099,19
1100,31
1101,39
1102,16
1103,19
1104,2
1105,16
1106,31
1107,2
1108,31
1109,42
1110,19
1111,31
1112,19
1113,16
1114,2
1115,19
1116,19
1117,29
1118,27
1119,39
1120,2
1121,2
1122,19
1123,31
1124,29
1125,2
1126,14
1127,18
1128,56
1129,2
1130,14
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,31
1138,2
1139,31
1140,39
1141,2
1142,31
1143,27
1144,29
1145,19
1146,31
1147,43
1148,27
1149,45
1150,9
1151,27
1152,16
1153,45
1154,31
1155,31
1156,27
1157,16
1158,19
1159,45
1160,31
1161,31
1162,27
1163,31
1164,43
1165,19
1166,19
1167,14
1168,31
1169,9
1170,45
1171,16
1172,27
1173,67
1174,43
1175,43
1176,31
1177,31
1178,39
1179,2
1180,45
1181,45
1182,71
1183,29
1184,42
1185,2
1186,19
1187,9
1188,78
1189,2
1190,67
1191,2
1192,67
1193,31
1194,27
1195,31
1196,27
1197,24
1198,31
1199,67
1200,31
1201,45
1202,24
1203,31
1204,16
1205,27
1206,29
1207,14
1208,27
1209,19
1210,19
1211,43
1212,31
1213,31
1214,71
1215,31
1216,19
1217,19
1218,14
1219,16
1220,19
1221,31
1222,31
1223,39
1224,24
1225,29
1226,56
1227,29
1228,43
1229,31
1230,43
1231,19
1232,45
1233,19
1234,19
1235,29
1236,9
1237,2
1238,19
1239,9
1240,2
1241,31
1242,19
1243,24
1244,31
1245,2
1246,45
1247,17
1248,2
1249,27
1250,67
1251,27
1252,2
1253,19
1254,16
1255,18
1256,2
1257,19
1258,9
1259,16
1260,19
1261,19
1262,31
1263,19
1264,2
1265,19
1266,42
1267,31
1268,42
1269,24
1270,31
1271,43
1272,43
1273,29
1274,42
1275,56
1276,59
1277,31
1278,73
1279,67
1280,27
1281,27
1282,31
1283,43
1284,39
1285,39
1286,43
1287,19
1288,19
1289,31
1290,27
1291,19
1292,31
1293,27
1294,43
1295,43
1296,19
1297,43
1298,39
1299,43
1300,9
1301,29
1302,14
1303,29
1304,27
1305,16
1306,2
1307,24
1308,16
1309,45
1310,78
1311,71
1312,19
1313,31
1314,56
1315,71
1316,67
1317,31
1318,14
1319,19
1320,16
1321,24
1322,24
1323,19
1324,31
1325,31
1326,42
1327,19
1328,27
1329,24
1330,19
1331,31
1332,75
1333,45
1334,19
1335,2
1336,24
1337,67
1338,31
1339,24
1340,24
1341,31
1342,31
1343,2
1344,27
1345,31
1346,2
1347,19
1348,2
1349,59
1350,24
1351,45
1352,31
1353,68
1354,2
1355,72
1356,59
1357,71
1358,31
1359,78
1360,31
1361,43
1362,73
1363,45
1364,59
1365,16
1366,45
1367,31
1368,39
1369,2
1370,16
1371,31
1372,29
1373,16
1374,43
1375,27
1376,71
1377,19
1378,59
1379,16
1380,31
1381,45
1382,19
1383,31
1384,43
1385,24
1386,9
1387,19
1388,31
1389,31
1390,19
1391,31
1392,31
1393,43
1394,78
1395,29
1396,45
1397,2
1398,31
1399,39
1400,31
1401,56
1402,45
1403,70
1404,16
1405,45
1406,2
1407,16
1408,16
1409,72
1410,78
1411,31
1412,27
1413,31
1414,31
1415,19
1416,31
1417,24
1418,42
1419,67
1420,14
1421,27
1422,19
1423,31
1424,19
1425,16
1426,27
1427,31
1428,14
1429,31
1430,45
1431,29
1432,19
1433,9
1434,31
1435,16
1436,31
1437,27
1438,29
1439,27
1440,29
1441,43
1442,2
1443,29
1444,29
1445,19
1446,2
1447,19
1448,39
1449,70
1450,56
1451,67
1452,16
1453,31
1454,16
1455,27
1456,29
1457,2
1458,63
1459,2
1460,19
1461,43
1462,19
1463,45
1464,45
1465,27
1466,45
1467,27
1468,2
1469,19
1470,18
1471,31
1472,67
1473,19
1474,73
1475,2
1476,19
1477,56
1478,24
1479,43
1480,24
1481,14
1482,39
1483,9
1484,43
1485,31
1486,16
1487,19
1488,24
1489,31
1490,29
1491,16
1492,19
1493,59
1494,42
1495,16
1496,19
1497,16
1498,31
1499,2
1500,31
1501,31
1502,31
1503,67
1504,43
1505,52
1506,45
1507,14
1508,16
1509,14
1510,27
1511,19
1512,19
1513,67
1514,31
1515,24
1516,19
1517,43
1518,31
1519,27
1520,16
1521,43
1522,31
1523,31
1524,19
1525,2
1526,31
1527,19
1528,14
1529,43
1530,42
1531,68
1532,31
1533,29
1534,29
1535,31
1536,43
1537,39
1538,31
1539,9
1540,9
1541,31
1542,14
1543,67
1544,56
1545,31
1546,45
1547,29
1548,56
1549,56
1550,31
1551,19
1552,45
1553,72
1554,19
1555,43
1556,45
1557,16
1558,16
1559,27
1560,43
1561,19
1562,31
1563,43
1564,31
1565,24
1566,42
1567,31
1568,19
1569,31
1570,43
1571,43
1572,19
1573,45
1574,45
1575,29
1576,27
1577,16
1578,27
1579,43
1580,71
1581,16
1582,16
1583,31
1584,43
1585,2
1586,24
1587,24
1588,43
1589,16
1590,43
1591,71
1592,16
1593,19
1594,24
1595,19
1596,31
1597,14
1598,16
1599,31
1600,19
1601,16
1602,19
1603,19
1604,14
1605,67
1606,43
1607,19
1608,67
1609,2
1610,16
1611,78
1612,56
1613,19
1614,31
1615,45
1616,56
1617,16
1618,19
1619,14
1620,45
1621,2
1622,2
1623,17
1624,56
1625,78
1626,43
1627,2
1628,29
1629,14
1630,39
1631,31
1632,78
1633,16
1634,2
1635,43
1636,16
1637,16
1638,39
1639,43
1640,43
1641,43
1642,56
1643,2
1644,42
1645,19
1646,67
1647,2
1648,19
1649,39
1650,9
1651,52
1652,16
1653,39
1654,39
1655,43
1656,16
1657,31
1658,31
1659,43
1660,2
1661,27
1662,43
1663,2
1664,16
1665,2
1666,42
1667,16
1668,29
1669,43
1670,31
1671,43
1672,16
1673,29
1674,31
1675,2
1676,19
1677,31
1678,42
1679,42
1680,2
1681,31
1682,16
1683,19
1684,19
1685,56
1686,31
1687,67
1688,45
1689,29
1690,31
1691,27
1692,52
1693,56
1694,9
1695,16
1696,58
1697,45
1698,56
1699,14
1700,16
1701,78
1702,73
1703,16
1704,16
1705,27
1706,31
1707,24
1708,42
1709,43
1710,31
1711,31
1712,24
1713,19
1714,31
1715,39
1716,43
1717,71
1718,70
1719,24
1720,27
1721,31
1722,75
1723,59
1724,9
1725,9
1726,31
1727,56
1728,31
1729,31
1730,19
1731,43
1732,31
1733,31
1734,24
1735,19
1736,31
1737,16
1738,43
1739,31
1740,19
1741,43
1742,31
1743,67
1744,31
1745,27
1746,27
1747,43
1748,60
1749,56
1750,16
1751,59
1752,16
1753,16
1754,16
1755,56
1756,29
1757,45
1758,45
1759,45
1760,45
1761,45
1762,16
1763,2
1764,31
1765,31
1766,45
1767,24
1768,31
1769,2
1770,24
1771,19
1772,29
1773,2
1774,43
1775,31
1776,39
1777,31
1778,39
1779,45
1780,70
1781,31
1782,29
1783,24
1784,39
1785,39
1786,19
1787,42
1788,52
1789,39
1790,27
1791,9
1792,45
1793,27
1794,19
1795,43
1796,19
1797,2
1798,31
1799,19
1800,43
1801,29
1802,16
1803,31
1804,24
1805,72
1806,27
1807,39
1808,31
1809,19
1810,31
1811,31
1812,19
1813,27
1814,68
1815,31
1816,16
1817,2
1818,18
1819,31
1820,19
1821,27
1822,31
1823,18
1824,27
1825,31
1826,31
1827,31
1828,31
1829,24
1830,31
1831,19
1832,27
1833,31
1834,16
1835,43
1836,2
1837,19
1838,72
1839,2
1840,43
1841,24
1842,45
1843,31
1844,39
1845,16
1846,2
1847,2
1848,14
1849,71
1850,31
1851,31
1852,71
1853,45
1854,27
1855,71
1856,2
1857,27
1858,27
1859,42
1860,16
1861,56
1862,19
1863,25
1864,19
1865,45
1866,19
1867,31
1868,39
1869,29
1870,19
1871,19
1872,16
1873,19
1874,72
1875,27
1876,43
1877,31
1878,24
1879,70
1880,19
1881,43
1882,19
1883,27
1884,16
1885,31
1886,14
1887,27
1888,27
1889,31
1890,45
1891,45
1892,19
1893,16
1894,45
1895,59
1896,45
1897,31
1898,19
1899,39
1900,19
1901,19
1902,19
1903,2
1904,31
1905,27
1906,2
1907,72
1908,43
1909,9
1910,2
1911,24
1912,27
1913,2
1914,27
1915,29
1916,43
1917,27
1918,43
1919,9
1920,19
1921,19
1922,2
1923,71
1924,71
1925,31
1926,24
1927,27
1928,31
1929,9
1930,71
1931,31
1932,31
1933,27
1934,24
1935,27
1936,67
1937,2
1938,27
1939,31
1940,19
1941,19
1942,19
1943,19
1944,19
1945,31
1946,31
1947,19
1948,29
1949,43
1950,71
1951,31
1952,24
1953,45
1954,31
1955,71
1956,43
1957,27
1958,2
1959,29
1960,2
1961,27
1962,29
1963,27
1964,31
1965,2
1966,2
1967,2
1968,2
1969,2
1970,2
1971,39
1972,19
1973,2
1974,45
1975,31
1976,19
1977,31
1978,31
1979,72
1980,56
1981,24
1982,19
1983,42
1984,9
1985,27
1986,16
1987,42
1988,31
1989,43
1990,43
1991,29
1992,14
1993,67
1994,24
1995,56
1996,31
1997,31
1998,2
1999,14
2000,27
2001,67
2002,31
2003,29
2004,16
2005,16
2006,31
2007,14
2008,16
2009,43
2010,71
2011,16
2012,16
2013,43
2014,14
2015,67
2016,31
2017,31
2018,31
2019,31
2020,19
2021,16
2022,72
2023,45
2024,31
2025,19
2026,19
2027,19
2028,16
2029,31
2030,19
2031,19
2032,31
2033,56
2034,24
2035,19
2036,27
2037,39
2038,43
2039,16
2040,31
2041,45
2042,27
2043,72
2044,31
2045,59
2046,31
2047,19
2048,45
2049,19
2050,19
2051,67
2052,31
2053,19
2054,24
2055,29
2056,31
2057,16
2058,27
2059,29
2060,2
2061,42
2062,16
2063,9
2064,45
2065,43
2066,8
2067,9
2068,2
2069,68
2070,43
2071,45
2072,16
2073,19
2074,71
2075,19
2076,27
2077,16
2078,31
2079,9
2080,16
2081,14
2082,16
2083,19
2084,2
2085,31
2086,14
2087,43
2088,2
2089,42
2090,9
2091,19
2092,39
2093,31
2094,43
2095,31
2096,27
2097,56
2098,27
2099,45
2100,72
2101,31
2102,14
2103,43
2104,31
2105,39
2106,71
2107,43
2108,2
2109,43
2110,27
2111,19
2112,31
2113,56
2114,29
2115,16
2116,19
2117,19
2118,19
2119,45
2120,27
2121,31
2122,2
2123,24
2124,43
2125,43
2126,43
2127,19
2128,43
2129,27
2130,16
2131,31
2132,16
2133,2
2134,24
2135,24
2136,45
2137,9
2138,19
2139,31
2140,31
2141,56
2142,2
2143,16
2144,67
2145,45
2146,43
2147,31
2148,31
2149,43
2150,39
2151,19
2152,24
2153,56
2154,43
2155,27
2156,16
2157,29
2158,45
2159,45
2160,19
2161,45
2162,27
2163,43
2164,27
2165,42
2166,24
2167,16
2168,16
2169,29
2170,67
2171,29
2172,19
2173,19
2174,71
2175,45
2176,9
2177,2
2178,16
2179,45
2180,31
2181,9
2182,45
2183,67
2184,47
2185,14
2186,16
2187,31
2188,19
2189,16
2190,56
2191,70
2192,31
2193,9
2194,19
2195,43
2196,19
2197,31
2198,31
2199,31
2200,27
2201,27
2202,29
2203,19
2204,71
2205,19
2206,2
2207,31
2208,16
2209,16
2210,31
2211,42
2212,31
2213,43
2214,19
2215,29
2216,16
2217,31
2218,24
2219,43
2220,27
2221,2
2222,67
2223,29
2224,14
2225,31
2226,45
2227,56
2228,70
2229,27
2230,24
2231,43
2232,19
2233,78
2234,19
2235,31
2236,24
2237,16
2238,56
2239,14
2240,31
2241,19
2242,29
2243,67
2244,27
2245,31
2246,43
2247,29
2248,19
2249,27
2250,45
2251,2
2252,24
2253,19
2254,9
2255,43
2256,43
2257,27
2258,27
2259,43
2260,19
2261,16
2262,67
2263,27
2264,42
2265,19
2266,2
2267,31
2268,31
2269,2
2270,31
2271,19
2272,19
2273,31
2274,2
2275,2
2276,43
2277,31
2278,31
2279,31
2280,31
2281,19
2282,19
2283,19
2284,31
2285,31
2286,2
2287,19
2288,19
2289,2
2290,31
2291,19
2292,19
2293,45
2294,43
2295,19
2296,31
2297,27
2298,43
2299,56
2300,45
2301,19
2302,56
2303,67
2304,70
2305,27
2306,14
2307,43
2308,45
2309,31
2310,2
2311,27
2312,78
2313,19
2314,56
2315,2
2316,19
2317,27
2318,2
2319,45
2320,19
2321,9
2322,67
2323,43
2324,2
2325,31
2326,27
2327,31
2328,24
2329,16
2330,43
2331,19
2332,29
2333,19
2334,31
2335,31
2336,31
2337,31
2338,43
2339,42
2340,2
2341,31
2342,27
2343,39
2344,14
2345,31
2346,67
2347,17
2348,31
2349,19
2350,43
2351,31
2352,31
2353,29
2354,19
2355,31
2356,27
2357,16
2358,56
2359,2
2360,43
2361,31
2362,31
2363,71
2364,31
2365,8
2366,18
2367,18
2368,18
2369,18
2370,18
2371,27
2372,19
2373,27
2374,2
2375,31
2376,18
2377,18
2378,16
2379,43
2380,19
2381,16
2382,31
2383,39
2384,56
2385,27
2386,16
2387,2
2388,31
2389,45
2390,31
2391,24
2392,31
2393,19
2394,2
2395,56
2396,71
2397,43
2398,67
2399,8
2400,9
2401,24
2402,24
2403,19
2404,19
2405,43
2406,70
2407,29
2408,19
2409,24
2410,43
2411,2
2412,31
2413,31
2414,42
2415,31
2416,24
2417,31
2418,24
2419,31
2420,19
2421,31
2422,19
2423,56
2424,17
2425,2
2426,31
2427,9
2428,31
2429,19
2430,19
2431,19
2432,16
2433,56
2434,19
2435,19
2436,19
2437,19
2438,19
2439,31
2440,2
2441,16
2442,19
2443,19
2444,39
2445,9
2446,19
2447,19
2448,43
2449,19
2450,9
2451,43
2452,2
2453,43
2454,43
2455,19
2456,31
2457,31
2458,19
2459,67
2460,71
2461,31
2462,71
2463,9
2464,19
2465,19
2466,31
2467,45
2468,31
2469,67
2470,2
2471,70
2472,31
2473,43
2474,72
2475,31
2476,31
2477,14
2478,39
2479,8
2480,2
2481,71
2482,31
2483,19
2484,19
2485,19
2486,19
2487,43
2488,19
2489,19
2490,19
2491,19
2492,19
2493,19
2494,31
2495,52
2496,29
2497,31
2498,31
2499,19
2500,43
2501,19
2502,19
2503,2
2504,19
2505,19
2506,19
2507,19
2508,68
2509,59
2510,19
2511,19
2512,31
2513,19
2514,31
2515,14
2516,68
2517,2
2518,43
2519,43
2520,17
2521,31
2522,19
2523,24
2524,72
2525,56
2526,9
2527,45
2528,24
2529,43
2530,45
2531,14
2532,31
2533,31
2534,16
2535,2
2536,31
2537,31
2538,42
2539,19
2540,27
2541,19
2542,31
2543,45
2544,19
2545,16
2546,2
2547,24
2548,27
2549,24
2550,31
2551,31
2552,71
2553,43
2554,43
2555,45
2556,42
2557,42
2558,43
2559,31
2560,27
2561,19
2562,67
2563,16
2564,16
2565,31
2566,43
2567,31
2568,19
2569,29
2570,56
2571,31
2572,67
2573,16
2574,31
2575,29
2576,29
2577,31
2578,27
2579,42
2580,16
2581,72
2582,27
2583,16
2584,45
2585,19
2586,43
2587,9
2588,42
2589,45
2590,39
2591,24
2592,19
2593,19
2594,16
2595,16
2596,16
2597,16
2598,78
2599,9
2600,24
2601,72
2602,19
2603,24
2604,24
2605,27
2606,31
2607,24
2608,19
2609,27
2610,14
2611,2
2612,43
2613,19
2614,2
2615,19
2616,19
2617,19
2618,31
2619,19
2620,19
2621,19
2622,2
2623,31
2624,2
2625,19
2626,31
2627,31
2628,29
2629,14
2630,2
2631,19
2632,43
2633,27
2634,19
2635,19
2636,2
2637,31
2638,31
2639,19
2640,43
2641,14
2642,45
2643,42
2644,43
2645,67
2646,9
2647,19
2648,19
2649,43
2650,31
2651,42
2652,29
2653,27
2654,42
2655,31
2656,42
2657,16
2658,14
2659,9
2660,71
2661,24
2662,56
2663,71
2664,19
2665,45
2666,24
2667,71
2668,19
2669,31
2670,24
2671,24
2672,31
2673,31
2674,42
2675,19
2676,43
2677,24
2678,19
2679,16
2680,67
2681,19
2682,16
2683,31
2684,19
2685,24
2686,31
2687,67
2688,31
2689,19
2690,27
2691,2
2692,71
2693,27
2694,19
2695,19
2696,16
2697,24
2698,31
2699,9
2700,43
2701,19
2702,2
2703,67
2704,31
2705,31
2706,39
2707,31
2708,2
2709,43
2710,2
2711,72
2712,27
2713,19
2714,2
2715,8
2716,31
2717,2
2718,16
2719,71
2720,67
2721,19
2722,2
2723,19
2724,2
2725,19
2726,2
2727,19
2728,24
2729,19
2730,39
2731,31
2732,31
2733,19
2734,19
2735,19
2736,19
2737,14
2738,16
2739,2
2740,9
2741,9
2742,31
2743,14
2744,71
2745,16
2746,31
2747,14
2748,19
2749,43
2750,39
2751,16
2752,45
2753,45
2754,67
2755,16
2756,31
2757,31
2758,78
2759,27
2760,45
2761,19
2762,24
2763,2
2764,16
2765,24
2766,43
2767,19
2768,24
2769,2
2770,27
2771,16
2772,31
2773,43
2774,16
2775,9
2776,31
2777,27
2778,43
2779,16
2780,27
2781,31
2782,40
2783,67
2784,24
2785,43
2786,45
2787,27
2788,45
2789,9
2790,31
2791,45
2792,72
2793,24
2794,14
2795,14
2796,24
2797,31
2798,43
2799,40
2800,2
2801,19
2802,31
2803,43
2804,8
2805,24
2806,27
2807,67
2808,14
2809,29
2810,19
2811,42
2812,16
2813,16
2814,29
2815,16
2816,19
2817,29
2818,19
2819,43
2820,16
2821,31
2822,43
2823,31
2824,31
2825,24
2826,24
2827,59
2828,43
2829,16
2830,67
2831,16
2832,19
2833,31
2834,31
2835,31
2836,27
2837,2
2838,42
2839,29
2840,31
2841,2
2842,45
2843,19
2844,31
2845,27
2846,31
2847,43
2848,40
2849,16
2850,67
2851,31
2852,31
2853,31
2854,67
2855,9
2856,24
2857,19
2858,45
2859,16
2860,31
2861,16
2862,19
2863,31
2864,31
2865,31
2866,27
2867,27
2868,31
2869,43
2870,67
2871,43
2872,24
2873,43
2874,2
2875,24
2876,43
2877,8
2878,75
2879,31
2880,31
2881,71
2882,19
2883,31
2884,24
2885,31
2886,42
2887,67
2888,16
2889,43
2890,39
2891,24
2892,71
2893,43
2894,43
2895,24
2896,31
2897,42
2898,31
2899,31
2900,19
2901,43
2902,16
2903,45
2904,31
2905,31
2906,2
2907,43
2908,31
2909,39
2910,50
2911,45
2912,16
2913,31
2914,19
2915,19
2916,19
2917,31
2918,43
2919,19
2920,2
2921,56
2922,24
2923,43
2924,24
2925,19
2926,19
2927,45
2928,16
2929,31
2930,27
2931,31
2932,24
2933,31
2934,39
2935,31
2936,19
2937,31
2938,45
2939,43
2940,31
2941,31
2942,70
2943,43
2944,31
2945,24
2946,9
2947,27
2948,24
2949,24
2950,27
2951,2
2952,19
2953,67
2954,45
2955,42
2956,31
2957,19
2958,18
2959,9
2960,43
2961,50
2962,19
2963,45
2964,16
2965,50
2966,9
2967,9
2968,45
2969,2
2970,31
2971,31
2972,43
2973,31
2974,19
2975,43
2976,27
2977,24
2978,43
2979,67
2980,14
2981,43
2982,31
2983,43
2984,29
2985,43
2986,19
2987,19
2988,67
2989,31
2990,31
2991,42
2992,29
2993,43
2994,56
